Gene name	Adrenal gland	Appendix	Brain	Colon	Duodenum	Endometrium	Esophagus	Fallopian tube	Fat	Gallbladder	Heart	Kidney	Liver	Lung	Lymph node	Ovary	Pancreas	Placenta	Prostate	Rectum	Salivary gland	Small intestine	Smooth muscle	Spleen	Stomach	Testis	Thyroid	Tonsil	Urinary bladder
FAM110B	0	0	2998214.819	0	0	0	0	0	0.00	0	657850.09	0	0.00	0	193423.0743	0	0	0	0	0	0	0	0	1716950.957	0	0	0	0	0
FAM110C	65942.13251	420546.9593	429450.8399	4425830.661	0	0	0	3543991.379	0.00	1496685.433	837590.56	0	586085.25	8422237.788	0	0	1297334.899	0	0	682007.3307	0	2441406.012	0	0	2533304.376	2676786.255	500292.0677	582635.1182	2414938.805
FAM111A	0	0	23738.2785	0	216078.8713	0	0	315552.861	516126.65	0	0.00	686730.5465	0.00	1014630.154	189739.3194	38204.43505	80830.73869	0	0	43565.0122	664077.8995	313931.5429	0	0	0	73709.67347	1047820.619	453390.3361	893075.0557
FAM111B	0	0	0	0	101086.7461	0	0	0	0.00	0	0.00	0	0.00	95127.18466	0	0	0	0	0	122128.0629	0	0	0	0	710096.5454	0	564140.0069	4583411.243	20321171.27
FAM114A1	187920909.7	58655246.57	11203230.67	85710787.43	90334514.13	117725892.6	90898416.16	30742490.72	61548888.85	129960554.7	26140356.20	15380636.01	187011143.00	50235269.99	32913052.95	58802313.84	57525159.63	69080444.54	165046572.9	101745464.4	178575930.4	98266853.19	92804824.34	24586960.16	105926721.1	93224304	7849224.834	50305550.48	25544540.68
FAM114A2	54040072.97	48335513.32	31387462.39	26635456.4	32389128.04	29136152.86	39649417.76	20207950.27	28823735.56	22831789.54	34633854.68	20094265.01	39626753.31	35459256.81	30504603.62	27897386.89	18492461.95	18165135.64	13113806.66	30753990.6	123798762.1	33625489.3	11902578.38	47653817.99	22117974.02	116786086.4	24361386.01	43698008.36	37711247.16
FAM117A	0	0	0	41847.1935	0	0	184575.6995	277978.5644	0.00	0	0.00	0	2502812.47	0	0	0	0	0	0	324222.9233	311466.6505	0	140791.2741	0	0	352440.7028	0	47973.96142	18239.80531
FAM117B	185137.5661	0	503454.7615	0	600674.5415	295489.6618	0	791044.519	0.00	0	0.00	184658.0304	0.00	939331.7733	622035.7397	0	0	929212.6222	752805.891	248653.7412	0	695239.4374	467029.3337	330378.9497	288447.7507	64761.05273	0	318325.9437	0
FAM118A	1018181.252	0	2321070.488	0	3381435.057	3078846.466	1634276.447	837052.0447	0.00	1179740.282	23681262.95	1291792.628	1239780.06	3499890.832	2348679.111	2683108.461	0	1306644.91	2894763.271	0	2150081.682	2123214.111	41497.13064	2307960.258	816672.2137	9539504.91	685478.5688	4201503.997	0
FAM118B	12877737.03	28617356.28	22569084.12	21270117.77	8686920.535	7162946.305	2419366.131	9171613.61	9051186.95	3793103.042	5734512.84	1098701.721	1393141.93	11981483.9	8619571.4	1030542.64	17036490.17	4427474.956	6648105.027	6796200.538	4556391.271	11583067.47	4360271.789	10294638.2	22433176.94	15692647.46	4038581.988	5911286.036	8777766.002
FAM120A	83169723.13	61551622.27	62928677.22	95840216.31	122127697.3	93173026.2	75501581.25	142716184.3	76382963.10	78994991.91	182134971.40	150629503.2	168698061.60	102553496.1	67057829.02	50960329.52	74615660.42	92660024.1	100125926.7	79561937.64	228125491.3	92004010.04	71335977.56	73959003.58	153377738.9	54582833.67	104297457.1	57820112.94	82473086.86
FAM120B	12227620.31	5415300.763	15794684.03	4127195.332	4358280.059	6767704.008	6040492.769	25682553.28	6550396.07	5397002.019	2280693.22	8023371.405	8102779.47	10984867.38	8086516.5	2478929.818	11237293.61	3582653.604	8013992.957	3269452.567	14264820.51	4519868.945	7811612.361	4489747.388	10117086.53	3765690.865	10604728.03	5002543.024	1891105.276
FAM120C	6792061.755	728896.9598	48584081.44	1811394.622	1339362.336	9357631.306	1877765.722	6601577.51	4352111.97	2052969.822	9588392.08	5524889.753	3268066.75	1778587.788	4475399.019	6296048.731	8893233.049	1247412.006	3773470.256	637388.9849	2242074.693	397728.2682	4768980.621	2213069.724	3044489.34	12011946.79	10208551.07	1466961.232	288453.4875
FAM122A	665309.5538	5905792.527	4754498.528	1038492.12	1212511.224	4566032.935	931358.4214	3365150.956	1247584.99	1380341.781	797560.22	2919092.328	2626035.14	5699556.001	2374724.815	5668349.417	914939.7665	3286659.46	1129796.66	3204465.583	3672206.408	570417.8971	1674271.466	0	3562534.603	954907.0905	7826118.675	4611872.658	2253667.587
FAM122B	1117055.263	0	370488.4687	11515665.93	437215.3907	1838289.496	0	2793650.228	0.00	0	0.00	5552267.543	0.00	941471.324	4217432.408	0	421753.4372	0	1212483.824	618158.1428	1213191.372	0	3094205.055	0	105928.5752	13546921.12	466369.7276	785160.5533	0
FAM124A	0	0	2641669.669	0	0	0	0	0	0.00	0	0.00	804777.8964	0.00	381164.4074	0	0	0	2720624.611	0	0	0	0	0	0	0	0	0	0	0
FAM126A	3161556.787	3996658.856	4944577.094	2102992.439	7883593.223	13490633.65	10150508.93	2286002.91	6174689.79	7477362.163	17668426.57	2095821.509	11992395.01	2992817.317	6106928.876	6845093.047	2731856.753	17798436.83	4011093.43	3625666.397	7316718.304	7826464.393	14389536.72	3154559.938	3203574.106	4656358.618	4107275.975	2991616.748	229521.1762
FAM126B	1326358.683	3919713.264	11769242.4	679961.4357	2192761.626	209719.7546	633820.5784	489343.5229	22688008.84	280039.9528	1909270.22	10628393.99	4165059.69	232127.447	2773815.557	980673.7504	1781501.456	22201264.54	858542.8596	0	7454332.119	6993604.927	0	259703.4598	2698136.96	0	9101578.68	1751500.481	338838.6182
FAM127A	10872121.93	58281677.17	17186903.93	151236.152	1501938.606	3902991.224	147534.7541	7845828.593	2629305.17	0	3471489.02	1202143.278	0.00	2173921.543	0	0	5645497.794	8906516.046	1315726.997	13636098.02	0	1129807.618	1225952.001	1393929.21	12484816.67	1338650.674	1219243.343	9275425.253	0
FAM129A	49729407.25	228609915.1	3337526.179	112652222.7	121705175.6	70125340.65	180928934	14677380.13	43006296.04	132027871.8	745344095.80	11758115.26	8290871.77	53829715.16	54163649.19	56084256.61	203874628.5	36287110.2	380197078.6	239935294.1	1006137325	51895114.06	123516152.2	43085400.67	145466145.7	34017415.34	357196246.4	76568695.38	73684789.31
FAM129B	214568661.5	58398114.39	48909326.99	127822652.6	143238017.8	58801553.57	62678980.57	113970702.6	131784627.90	108661318.9	26992143.21	88958447.63	35240648.14	154917273.9	30193300.39	131110582.7	84912397.8	904451792	221164117.7	106617743.1	420054899.6	171929265.1	76369222.95	105092136.2	271983033.7	55547527.51	195702926.1	97742489.94	165123547.1
FAM129C	194793.8593	129352.0417	0	562450.2694	644187.9729	878805.4766	1481000.824	0	0.00	0	105608184.50	223490.585	291024.71	0	4494596.051	163910.5275	0	0	842297.5572	0	0	775512.9507	0	1278647.059	1167437.435	29075474.97	0	7044424.833	371098.4048
FAM131A	0	0	879556.8839	5414295.244	2507729.499	23551529.5	1895203.312	2275191.078	574903.41	0	0.00	0	1272881.34	8694857.958	531851.1936	42774533.66	142101.9201	2155328.043	0	11711617.74	2029857.444	801458.186	1021597.585	0	985936.1795	30963655.28	0	0	0
FAM131B	0	0	17489762.44	0	0	0	0	364689.4582	0.00	0	529411.82	103450.5969	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM132A	0	0	0	0	0	0	0	0	0.00	0	0.00	0	0.00	434321.8895	25292.34985	292320.8922	0	0	0	29417255.12	0	0	32927.42932	0	0	726647.7243	0	0	0
FAM132B	0	0	0	0	0	0	0	0	101406.20	0	0.00	0	0.00	0	0	0	0	0	424479.7781	0	0	0	0	0	0	0	9731939.691	0	0
FAM133B	895362.4481	0	0	3093292.894	0	0	0	0	0.00	431156.2702	0.00	1811324.942	0.00	10261561.21	0	0	0	0	0	0	0	0	3924419.106	8045072.112	0	0	0	4816195.656	0
FAM134A	6982776.056	1291870.89	13400961.29	2283978.912	11616509.6	2618612.532	5806478.714	5100513.614	7872585.77	10191808.25	1048282.94	463382.0161	7482963.49	3109043.232	6512048.525	13671373.77	532675.8025	8845181.879	4478145.876	12401275.52	2926923.476	3661238.373	497430.4461	531050.9962	2131884.192	35804784.78	5603431.028	5056320.118	2690477.292
FAM134B	0	1017224.611	3487054.651	277155.6164	631133.9435	0	0	0	706432.55	397329.2229	3186585.16	0	1801687.30	0	0	841851.7345	20930655.29	0	0	1104918.329	0	119707.9492	0	0	42366.98016	1074997.125	0	0	0
FAM134C	17992256.5	12890084.75	6006905.079	6964536.942	7112869.453	4631342.121	10054084.63	11358910.85	35364422.79	6814320.734	6420085.62	8666620.339	24497171.22	14353624.46	22550806.06	29861329.2	457307.8514	20126125.24	6223803.377	12917820.83	10224427.37	14816644.78	4277289.161	16846256.1	19073484.68	27726669.62	7844728.501	17186200.57	9676550.264
FAM135A	330795.8651	1731227.311	135031.8132	122393.0584	467674.7927	88802.49742	61033.95492	113512.7897	1933335.17	0	780500.11	0	800132.81	799915.8893	36530396.5	527029.026	115250.9301	579664.6641	742866.3309	323894.8472	471117.9978	1068398.09	29873.74615	113448.0646	1707639.609	390962.2303	0	617522.8208	51989.80564
FAM136A	16420722.42	6085299.898	34628935.53	51405971.88	30827689.54	19323897.64	11504032.21	7669786.526	3372925.10	49024110.68	63158970.79	36700444.55	109130562.00	57331676.52	175855195.3	14103570.81	17091272.36	2853856.05	10584028.31	1704948523	29493581.78	31137184.52	12840786.18	4215619.177	116304313.6	39205128.21	234746090.8	35289907.27	32254243.73
FAM13A	489677.5582	347332.2095	1615541.091	1688391.136	3575984.239	144505.834	362407.2715	3736060.398	3416103.85	9565743.758	1621929.19	5110348.682	2279619.48	789977.3312	0	515230.7764	7021148.08	25872227.98	1958770.219	420056.038	856189.791	10284064.41	1045406.619	0	124104.6587	3062443.037	1808775.146	0	821931.6946
FAM13C	104440.6981	407098.4611	713428.2173	0	4275667.603	300898.5749	0	652971.0626	191187.35	0	0.00	0	153376.68	340374.9086	0	0	0	0	0	0	0	0	131498383	51320833.16	52203.16527	304625.443	0	0	0
FAM149A	0	0	4238752.019	0	0	0	0	1589084.929	0.00	31345.61452	0.00	0	0.00	0	50860.72191	39082.61404	24820.96251	12639.94948	0	17827.09533	10119.66053	0	0	0	112336.4651	0	5092097.963	0	0
FAM150B	31257852.96	0	0	8302735.317	0	3098428.636	456140.2914	3212513.326	0.00	0	0.00	0	0.00	483635.0822	11419640.2	5879015.07	674978.3334	0	452588.4264	1714511.592	0	0	876823.9201	881543.4951	391333.6907	2079058.714	0	0	0
FAM151A	422364.8551	1403165.46	652940.9937	0	0	0	1546371.882	0	0.00	0	0.00	262374795.7	13397503.76	172772.1696	40702897.47	6684377.372	1577727.133	0	927193.5128	129080.4835	1319675.697	0	1008432.817	1226856.987	92202.4153	74151.18094	0	35154341.06	348594.155
FAM151B	237739.7457	0	0	0	0	0	0	1616686.901	1377504.50	0	0.00	0	0.00	391489.4649	267720.7788	0	63583.60714	0	368119.9788	205319.7784	329468.0832	0	756227.6707	0	0	0	0	0	0
FAM160A1	1382327	14386788.1	0	2124563.946	1596627.616	3390361.753	2451534.106	3449864.841	0.00	5097404.072	1186043.34	30074.24444	127325.16	696665.3137	0	6667997.672	4204494.667	1593950.047	2167928.488	1208646.21	1452781.103	1158364.79	728792.9934	0	8954173.186	6176395.28	1569095.578	494007.7708	2426495.791
FAM160A2	2240239.912	477538.124	4955981.808	2525855.17	4367424.186	2957542.858	453998.4139	4942406.469	771379.53	1550683.495	5389533.01	2078258.398	6100114.80	1120089.298	1651256.106	2637618.303	2771438.816	2535145.548	1900415.383	2285922.385	691697.2713	3343046.472	780657.136	430633.8699	2276692.12	4328318.561	1269714.69	997272.9913	243239.8999
FAM160B1	12980228.38	15688944.28	6316521.943	5057523.938	11657185.2	15718661.26	5189713.532	10956456.3	5651690.31	4976234.507	5669623.49	5391229.314	31760200.01	11737851.19	6125513.679	3868528.467	2878302.669	42427341.75	14835951.22	7626721.624	13857990.27	17224850.18	19867359.61	12656705.75	10186245.76	5787647.946	20262228.42	9148846.856	8987011.182
FAM160B2	1442013.141	0	1118971.398	0	826439.8811	404451.21	1974269.647	759245.0127	627446.08	573703.3298	4041174.90	54829.19084	448807.49	605403.1239	0	51816.61485	0	2089166.65	7460013.893	860187.5395	1901582.476	432925.5628	92574.10161	0	737222.5375	589706.8216	1011737.541	502433.8475	307271.6963
FAM161A	0	0	0	580105.2474	0	21440.88906	0	19517264.99	244151.59	0	0.00	143191.0093	0.00	0	0	0	0	0	0	0	475143.3629	0	71004.43482	0	145505.0825	350269.9577	106755.4529	0	0
FAM161B	0	466408.667	935608.941	514686.9754	450584.7348	0	0	3523766.893	0.00	0	0.00	267152.995	4396324.36	0	0	478481.8643	0	17347.91466	0	0	0	0	307966.3707	0	0	0	194703740.9	0	1942238.701
FAM162A	918674206.7	8067158.312	257180523.6	271663296.5	366647956.4	146707505.1	225223598.4	144484236.9	97908466.99	122930372.1	2855131556.00	900755131.3	730723788.40	300834631.4	74226104.76	52560188.38	175704236.5	61351203.75	360139830.2	333353210.6	516202087	394176034.7	140490752.9	50267652.5	150691097.5	235639899.5	350489215.2	160454970.3	180710234.4
FAM162B	17844548.37	0	163885.7395	4410072.752	0	0	0	4707980.508	0.00	1300192.482	0.00	0	0.00	0	0	0	0	21048977.28	0	0	1108102.507	0	0	0	0	0	1768932.633	0	2153285.329
FAM163B	0	0	1243831.896	0	0	0	0	0	0.00	0	0.00	0	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM166A	0	0	0	0	3651029.143	9474489.232	15160352.52	0	0.00	0	0.00	0	0.00	1499272.896	398084.1952	0	0	0	0	7898256.926	0	0	0	990893.5399	3653572.622	1680892.554	0	0	0
FAM166B	153566.2102	0	0	0	64916.99455	0	0	55340044.84	0.00	0	0.00	0	0.00	1465730.262	1035768.111	13698943.56	46378.14091	0	0	0	179896.2502	0	0	0	0	2359563.132	445336.8775	0	0
FAM167A	0	0	1255574.527	0	455156.7983	0	0	0	0.00	0	177888.22	0	0.00	0	0	3489768.166	0	188585.5247	698904.2624	0	0	0	0	0	0	0	0	0	215902.225
FAM168A	0	0	10937120.68	0	1663978.84	0	232541.0165	0	0.00	0	0.00	4388840.593	0.00	0	1725865.114	0	0	1022122.526	0	0	2277390.563	0	29557714.18	0	2701288.989	0	0	1763858.727	0
FAM168B	0	0	1271836.804	0	2274522.733	0	1539205.749	5463791.174	0.00	0	0.00	872576.6697	0.00	0	0	0	0	0	1781211.913	0	1042140.19	1366274.93	0	2996872.492	0	0	0	0	0
FAM169A	15476194.27	3804149.329	81898518.09	591043.9902	4280082.009	10209614.5	4778377.497	28339440.19	1530163.12	12408467.85	6345752.28	34601911.09	4336490.27	10251967.74	15227916.39	6502903.265	4404025.299	3183811.149	2500672.183	887061.8561	1887627.877	2686986.081	9808818.092	7388948.671	6930570.466	104791799.9	6734258.964	7699561.66	4769404.368
FAM170A	0	0	0	0	0	73788.7943	62097.72756	0	0.00	0	0.00	0	47698.43	65933.3605	0	0	0	0	0	0	343240.1991	0	0	0	0	1479197.221	17347.10537	0	0
FAM171A1	78117.50233	1818555.221	32976941.6	5068692.165	3266345.184	5102478.56	510523.2786	4268384.133	2294605.94	2408130.993	1027445.23	5715888.583	1144623.12	21242287.52	4515245.832	810276.2129	3273043.085	378886.1343	4526240.521	2527442.216	2238639.715	4353923.917	5141239.14	3295910.917	6007582.163	1852933.301	97580.43406	391239.5942	967045.3054
FAM171A2	527760.1295	0	6715264.535	0	309068.3354	1688618.203	2444527.22	0	0.00	2992653.5	1372242.27	0	0.00	437227.5374	0	471078.564	0	35731.69525	765381.7501	635385.6268	0	11638208.35	922192.9271	0	0	1817391.949	46054.94734	0	592787.4369
FAM171B	934932.1488	0	29142845.72	8723609.186	22301.89483	244025.6005	0	349654.6516	99672.66	180645.6927	0.00	0	0.00	0	1742156.649	993566.683	0	1392001.625	179788.4724	0	619713.0089	46201.09262	550225.235	0	2828482.636	0	1422465.139	55924432.92	20590.55712
FAM172A	7638720.714	14408620.08	14445126.21	12370570.76	5406701.503	17201613.75	10667187.12	32796738.83	8756856.03	6430204.081	30650318.60	6665717.112	3180981.49	9499605.09	20036513.63	15671805.5	57079957.88	11174744.39	9851208.413	6770861.896	5370588.454	38406493.85	23318506.29	12963738.62	17306679.63	8466641.738	17465758.63	12004725.13	58804824.15
FAM173A	282253.147	0	93991.73885	0	0	0	0	0	0.00	594872.1355	0.00	0	276421.63	0	0	0	0	0	0	0	0	0	0	0	0	88382.43865	1505272.618	0	151490.7386
FAM173B	530463.0877	0	0	0	0	0	0	0	0.00	0	1212425.58	0	0.00	0	62690.24469	0	0	0	0	0	0	0	0	0	0	0	4796339.121	0	0
FAM174A	3044294.622	1239183.05	1319736.603	9007098.564	677359.0814	0	1649006.831	28459286.17	5746606.92	0	6821607.53	5318264.92	2174169.30	12901490.7	0	0	5154309.857	1090101.227	13370667.69	2748021.022	0	2033421.54	6009648.467	5743600.095	13669794.22	0	4013102.763	0	0
FAM174B	32275732.76	0	0	72751.05446	2464846.698	1237275.633	1178112.268	6476414.653	0.00	0	0.00	0	0.00	187424.641	0	0	251041324.4	5278656.889	3562352.575	3120631.676	116928805.6	1681448.594	0	0	9252503.475	0	9428062.469	0	46568831.19
FAM175A	1872275.859	12549991.05	683480.2833	184000.3642	2675886.84	820334.1737	2065996.149	1736507.441	9739875.33	779124.2206	1365174.51	242913.3193	660648.30	540457.4076	5692905.956	0	552898.9188	610615.7019	1088577.768	1257997.228	1404798.751	4905797.065	137121.0377	5766888.248	186173.6752	11817683.5	1553233.512	8513707.917	967073.02
FAM175B	35282145.78	41261467.41	57336143.41	47171224.99	38550377.66	34952586.77	24416607.67	42442165.08	52467297.93	21639658.4	25653533.73	45370939.11	45219907.52	54579248.08	48398313.35	40887624.6	46307155.53	35612434.37	25918382.56	33685734.22	46943271.16	75165726.45	62500654.27	24001859.8	85058433.92	5985222.542	38285032.83	64502553.52	24279092.35
FAM177A1	5872654.031	13252495.58	37731017.73	17272504.46	10132638.53	6712027.134	1800769.604	11574638.7	8273841.60	7676463.715	55037748.32	7179179.822	7216450.02	9823298.405	0	6691188.733	43840413.72	13933646.06	65137962.76	7276308.458	1759245.566	7377269.368	4345730.441	7378637.001	13974428.57	23855384.89	31905234.85	4286663.546	10492467.89
FAM178B	0	0	0	0	0	0	0	0	0.00	0	100660.75	0	0.00	0	341032.6897	0	0	0	130845.9361	0	0	0	0	0	0	701952.7394	0	0	0
FAM179A	0	0	0	9712.991705	0	195218.3634	0	1757876.709	0.00	0	0.00	0	146223.25	0	106527.9657	75487.71467	150103.2064	0	0	0	99085.16717	0	0	0	0	147411.9885	88243.04766	0	0
FAM179B	0	0	0	0	75946.70345	0	0	45399.51917	0.00	0	103146.65	0	0.00	93312.01745	0	2709705.202	2689419.843	0	0	0	37432675.2	144149.87	0	0	0	857554.6916	0	0	0
FAM180A	3131713.717	2945376.36	658727.83	0	0	0	535612.7066	4063849.709	0.00	0	0.00	0	0.00	1714401.267	1139058.523	0	0	4595859.96	0	0	0	0	186156.4034	0	0	0	0	0	0
FAM180B	2371569.517	0	0	1187197.827	6019673.319	0	0	1295384.689	6991381.46	8226878.75	7343159.52	0	519216.21	4042025.371	22575710.32	218823067.9	0	0	515111.4655	10083801.99	4091273.751	0	0	0	6960978.277	11956758.35	0	779692.9658	0
FAM183A	1338516.971	0	4020499.586	0	1104452.87	775221.0866	612361.9912	21080528.72	0.00	0	0.00	0	0.00	0	0	0	0	0	0	0	0	3643361.119	0	0	0	0	2278267.328	0	0
FAM184A	0	0	56301.27122	2478428.453	49179.63687	381312.4938	0	477272.4303	0.00	989116.6865	113662.99	0	39650.45	0	0	98675.53224	291418.1147	0	0	200398.6373	0	203614.9563	0	0	6504.861116	102105.9628	1044985.431	3033612.314	0
FAM184B	1883228.366	0	79520.42403	126225.4432	780813.8411	0	112476.4389	187019.2565	683054.70	2935199.039	0.00	13855486.46	658049.07	1250325.82	2296172.633	0	1060999.893	14106858.29	2614816.809	0	1227360.657	223674.6281	3819527.513	0	59677.18265	1327171.479	709034.3617	0	1044840.169
FAM185A	8243017.768	0	3092493.788	7820359.705	7024896.646	1920746.312	3229218.786	2930896.898	0.00	3788081.483	8155342.70	18038347.92	34804481.34	3139618.102	144164.5263	3655997.799	2323459.368	0	2414814.335	7828453.506	3367674.12	7941447.639	3635530.985	1006824.49	6239719.84	4411321.967	10759601.75	0	2443429.407
FAM188A	6219717.887	1620223.833	7694802.744	1165932.299	3583867.107	5033570.49	1654978.609	3364387.768	7017697.51	3458875.903	1502752.13	2268353.245	2152175.83	2391948.66	2240138.051	3709839.983	2114129.668	7088071.591	5815889.532	13491604.94	3484034.007	2886073.681	2638188.369	2521608.788	5750784.493	31423558.91	8477087.882	1798162.221	956984.908
FAM188B	494309.7655	976908.2257	623880.093	880454.0584	754232.8102	205962.0949	183492.8171	1671890.844	0.00	69584.45998	0.00	0	15732366.09	3191381.425	0	0	34244.27114	0	0	80909.14364	0	8214830.32	61564.19143	0	246989.2966	2877009.896	179178.8996	0	41386.20223
FAM189A2	0	0	2621436.862	63914.3861	49075.58302	126723.1062	0	0	0.00	109189.5608	230067.79	0	0.00	30824713.93	0	0	0	59301.05244	0	0	111379.1689	99450.93104	0	0	285685.0899	0	0	510800.0055	137921.6737
FAM192A	10445074.63	44076822.22	23492021.16	23424208.67	12567814.11	12040388.68	12487384.9	35420834.09	5224884.92	11469371.11	3088489.51	4055658.05	3593821.88	60255959.2	15997873.05	16250771.15	18388298.63	3941458.478	3594629.426	6010493.247	5522049.525	37687340.68	2906524.718	9120961.618	17544935.95	29600133.02	14199671.75	34581367.84	27050551.68
FAM193A	151938.4064	0	255849.9737	63677.25251	347602.9473	407086.8643	892900.1742	842597.8786	0.00	0	0.00	55544.62932	8407874.07	756572.7332	565752.1155	115987.7404	0	8457.300067	371718.1708	76581.33163	35724.84696	176108.3634	379412.8625	0	311735.6838	0	67116.52398	392655.1751	0
FAM193B	77140.82003	821367.514	236233.8657	0	226020.7444	0	816381.7983	629350.3893	0.00	240402.2444	0.00	0	0.00	822553.716	259824.0535	233864.8225	89534.16302	0	171017.4341	10464.23063	167422.9855	0	0	493523.4697	629423.1403	268473.339	287228.2974	0	496479.2251
FAM195A	8467192.482	0	0	2731013.97	6953635.52	0	0	0	1878659.11	0	0.00	7795954.949	22504429.53	1811302.209	0	0	0	0	191851.322	0	0	13632566.93	0	606071.2908	3619456.542	932390.2091	4716778.994	659713.1231	0
FAM195B	26026774.7	29612894.46	89265118.51	24536441.68	3349588.27	50295482.06	32551761.12	45389343.33	18667785.65	61416274.78	28746897.56	5549943.014	9329822.56	37985997.16	51582945.4	52905621.67	12735702.3	74208662.35	49109976.85	20957778.7	51305693.5	11994592.56	74639771.92	53664710.47	22842940.73	6370217.063	70112830.82	47445927.28	61950430.49
FAM198B	17357212.04	3643320.427	253868.9326	1660547.063	795948.9476	8384450.352	665271.94	5480199.72	2876369.41	4049072.119	9589610.66	279524.6569	0.00	421657.1298	0	0	6288609.866	588580.8346	1281383.857	2222471.076	118474.5458	272088.3211	5097033.441	3681729.575	575059.908	2501949.294	0	0	3891406.051
FAM19A1	0	0	243714.5132	272565.934	0	0	0	0	0.00	0	0.00	0	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM205A	0	0	65091.3489	0	0	0	0	0	0.00	0	0.00	0	0.00	0	0	0	0	0	3682.268558	0	811320.3879	0	200476.7233	0	0	530257.8396	0	0	0
FAM206A	0	0	0	1240086.266	2124874.366	1039717.994	812161.7422	1635003.417	0.00	0	0.00	2809064.604	13483404.18	587437.7998	0	0	0	0	856904.0791	1296319.305	2055083.066	5546011.708	838551.0911	553029.9149	0	0	0	1512499.496	0
FAM207A	2050128.5	0	419647.0098	1633467.938	2939143.099	0	0	3678694.088	0.00	0	1752134.40	1079072.362	2627368.08	16179834.51	3235063.178	0	3601890.553	1746944.718	3831183.83	0	431776.7628	1232717.914	0	0	2982746.652	2632488.338	1323670.694	8680731.482	1875862.25
